0.03718836	5.95E-13	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	1.83E-12	-1
0.03718836	3.00E-14	-1
0.03718836	3.07E-11	-1
0.03718836	3.00E-14	-1
0.03718836	1.20E-12	-1
0.03718836	3.00E-14	-1
0.03718836	2.41E-11	-1
0.03718836	3.00E-14	-1
0.03718836	1.07E-13	-1
0.03718836	3.00E-14	-1
0.03718836	7.46E-11	-1
0.03718836	0.95973	1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	5.76E-11	-1
0.03718836	0.37579	1
0.03718836	5.10E-08	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	7.51E-12	-1
0.03718836	0.94275	1
0.03718836	3.22E-07	-1
0.03718836	4.17E-13	-1
0.03718836	3.00E-14	-1
0.03718836	4.29E-10	-1
0.03718836	0.86567	1
0.03718836	9.20E-09	-1
0.03718836	1.29E-13	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	0.54022	1
0.03718836	1.97E-09	-1
0.03718836	6.82E-13	-1
0.03718836	3.00E-14	-1
0.03718836	5.48E-11	-1
0.03718836	0.95082	1
0.03718836	1.44E-07	-1
0.03718836	6.42E-13	-1
0.03718836	3.00E-14	-1
0.03718836	1.62E-10	-1
0.03718836	0.85176	1
0.03718836	2.39E-08	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	2.49E-09	-1
0.03718836	1.01E-09	-1
0.03718836	0.62201	1
0.03718836	4.19E-13	-1
0.03718836	3.00E-14	-1
0.03718836	1.75E-13	-1
0.03718836	0.80747	1
0.03718836	2.69E-07	-1
0.03718836	1.44E-12	-1
0.03718836	3.00E-14	-1
0.03718836	0.91591	1
0.03718836	9.24E-10	-1
0.03718836	7.35E-10	-1
0.03718836	4.84E-14	-1
0.03718836	3.00E-14	-1
0.03718836	0.53766	1
0.03718836	8.19E-11	-1
0.03718836	9.37E-07	-1
0.03718836	4.80E-12	-1
0.03718836	3.00E-14	-1
0.03718836	1.40E-06	-1
0.03718836	0.94941	1
0.03718836	3.85E-09	-1
0.03718836	1.22E-12	-1
0.03718836	3.00E-14	-1
0.03718836	0.96588	1
0.03718836	2.38E-08	-1
0.03718836	1.24E-10	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	9.99E-08	-1
0.03718836	0.9133	1
0.03718836	2.45E-11	-1
0.03718836	1.52E-13	-1
0.03718836	3.00E-14	-1
0.03718836	3.93E-06	-1
0.03718836	0.97097	1
0.03718836	3.00E-14	-1
0.03718836	5.97E-10	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	2.65E-07	-1
0.03718836	0.9676	1
0.03718836	9.62E-14	-1
0.03718836	2.65E-09	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	9.37E-07	-1
0.03718836	0.30825	1
0.03718836	3.00E-14	-1
0.03718836	5.46E-11	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	4.02E-08	-1
0.03718836	3.00E-14	-1
0.03718836	0.97293	1
0.03718836	4.63E-12	-1
0.03718836	2.38E-12	-1
0.03718836	3.00E-14	-1
0.03718836	6.86E-07	-1
0.03718836	2.71E-12	-1
0.03718836	1.51E-09	-1
0.03718836	0.91655	1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	7.56E-07	-1
0.03718836	3.00E-14	-1
0.03718836	2.19E-10	-1
0.03718836	0.96413	1
0.03718836	3.04E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.87E-07	-1
0.03718836	1.07E-13	-1
0.03718836	2.58E-08	-1
0.03718836	0.66017	1
0.03718836	3.09E-14	-1
0.03718836	6.14E-14	-1
0.03718836	7.93E-08	-1
0.03718836	3.00E-14	-1
0.03718836	2.35E-11	-1
0.03718836	0.65899	1
0.03718836	3.00E-14	-1
0.03718836	1.71E-12	-1
0.03718836	7.94E-06	-1
0.03718836	3.73E-13	-1
0.03718836	0.88613	1
0.03718836	2.75E-10	-1
0.03718836	1.27E-13	-1
0.03718836	3.00E-14	-1
0.03718836	1.31E-05	-1
0.03718836	3.00E-14	-1
0.03718836	2.54E-08	-1
0.03718836	0.97646	1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	2.13E-06	-1
0.03718836	3.00E-14	-1
0.03718836	6.70E-11	-1
0.03718836	0.96452	1
0.03718836	1.42E-12	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	1.04E-06	-1
0.03718836	6.79E-09	-1
0.03718836	3.00E-14	-1
0.03718836	0.89204	1
0.03718836	3.00E-14	-1
0.03718836	1.90E-11	-1
0.03718836	3.97E-07	-1
0.03718836	3.00E-14	-1
0.03718836	7.04E-11	-1
0.03718836	0.93617	1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	1.53E-06	-1
0.03718836	3.00E-14	-1
0.03718836	5.41E-08	-1
0.03718836	0.62977	1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	4.70E-11	-1
0.03718836	8.86E-14	-1
0.03718836	1.10E-11	-1
0.03718836	3.00E-14	-1
0.03718836	0.65575	1
0.03718836	3.63E-12	-1
0.03718836	8.17E-07	-1
0.03718836	3.00E-14	-1
0.03718836	1.73E-08	-1
0.03718836	3.00E-14	-1
0.03718836	0.98391	1
0.03718836	2.00E-13	-1
0.03718836	3.03E-08	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	1.72E-07	-1
0.03718836	0.7164	1
0.03718836	3.00E-14	-1
0.03718836	9.57E-06	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	2.75E-08	-1
0.03718836	0.96226	1
0.03718836	4.96E-14	-1
0.03718836	1.70E-06	-1
0.03718836	2.25E-12	-1
0.03718836	3.00E-14	-1
0.03718836	1.02E-12	-1
0.03718836	8.65E-13	-1
0.03718836	0.68586	1
0.03718836	2.42E-08	-1
0.03718836	3.00E-14	-1
0.03718836	1.81E-09	-1
0.03718836	3.00E-14	-1
0.03718836	0.9321	1
0.03718836	3.83E-13	-1
0.03718836	3.83E-07	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	0.95832	1
0.03718836	5.17E-07	-1
0.03718836	9.63E-14	-1
0.03718836	3.00E-14	-1
0.03718836	8.02E-12	-1
0.03718836	3.00E-14	-1
0.03718836	0.84842	1
0.03718836	8.75E-06	-1
0.03718836	3.00E-14	-1
0.03718836	2.24E-13	-1
0.03718836	3.00E-14	-1
0.03718836	4.62E-09	-1
0.03718836	0.85106	1
0.03718836	7.13E-12	-1
0.03718836	2.66E-13	-1
0.03718836	3.00E-14	-1
0.03718836	0.098554	1
0.03718836	2.05E-08	-1
0.03718836	2.70E-13	-1
0.03718836	1.20E-12	-1
0.03718836	3.00E-14	-1
0.03718836	0.36351	1
0.03718836	8.92E-07	-1
0.03718836	3.41E-13	-1
0.03718836	1.17E-13	-1
0.03718836	3.00E-14	-1
0.03718836	0.93933	1
0.03718836	1.82E-07	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	4.63E-07	-1
0.03718836	3.63E-14	-1
0.03718836	1.10E-13	-1
0.03718836	3.00E-14	-1
0.03718836	3.66E-07	-1
0.03718836	7.91E-13	-1
0.03718836	0.5556	1
0.03718836	3.60E-13	-1
0.03718836	3.00E-14	-1
0.03718836	8.05E-09	-1
0.03718836	1.24E-13	-1
0.03718836	2.18E-11	-1
0.03718836	5.62E-14	-1
0.03718836	2.74E-12	-1
0.03718836	8.05E-09	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	1.60E-11	-1
0.03718836	3.00E-14	-1
0.03718836	6.25E-14	-1
0.03718836	1.19E-12	-1
0.03718836	3.00E-14	-1
0.03718836	1.08E-13	-1
0.03718836	2.54E-11	-1
0.03718836	3.00E-14	-1
0.03718836	2.66E-13	-1
0.03718836	1.22E-11	-1
0.03718836	3.00E-14	-1
0.03718836	6.33E-13	-1
0.03718836	3.14E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	6.85E-12	-1
0.03718836	3.00E-14	-1
0.03718836	6.95E-13	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	8.79E-12	-1
0.03718836	8.13E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	4.21E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	6.17E-14	-1
0.03718836	4.79E-14	-1
0.03718836	2.18E-12	-1
0.03718836	3.00E-14	-1
0.03718836	1.05E-12	-1
0.03718836	3.00E-14	-1
0.03718836	1.55E-13	-1
0.03718836	3.00E-14	-1
0.03718836	1.44E-13	-1
0.03718836	3.00E-14	-1
0.03718836	2.37E-13	-1
0.03718836	3.00E-14	-1
0.03718836	1.06E-13	-1
0.03718836	3.00E-14	-1
0.03718836	1.95E-12	-1
0.03718836	3.00E-14	-1
0.03718836	3.00E-14	-1
0.03718836	6.03E-12	-1
0.03718836	6.48E-13	-1
0.03718836	3.00E-14	-1
0.03718836	3.59E-13	-1
0.03718836	6.89E-13	-1
0.03718836	7.28E-14	-1
0.03718836	3.30E-14	-1
0.03718836	3.00E-14	-1
0.03718836	9.76E-13	-1
0.03718836	3.00E-14	-1
0.03718836	3.92E-13	-1
0.03718836	1.06E-13	-1
0.03749456	2.38E-08	-1
0.03749456	3.10E-06	-1
0.03749456	1.40E-06	-1
0.03749456	6.99E-06	-1
0.03749456	1.65E-05	-1
0.03749456	4.09E-07	-1
0.03749456	3.03E-06	-1
0.03749456	7.37E-08	-1
0.03749456	5.64E-07	-1
0.03749456	4.64E-07	-1
0.03749456	2.11E-08	-1
0.03749456	1.47E-07	-1
0.03749456	4.11E-10	-1
0.03749456	7.71E-06	-1
0.03749456	5.88E-07	-1
0.03749456	3.65E-07	-1
0.03749456	0.0028992	-1
0.03749456	9.12E-09	-1
0.03749456	4.34E-06	-1
0.03749456	8.05E-06	-1
0.03749456	1.59E-06	-1
0.03749456	1.14E-07	-1
0.03749456	1.19E-06	-1
0.03749456	3.74E-08	-1
0.03749456	1.00E-06	-1
0.03749456	1.03E-07	-1
0.03749456	8.38E-06	-1
0.03749456	2.06E-06	-1
0.03749456	1.59E-07	-1
0.03749456	0.0035553	-1
0.03749456	1.69E-08	-1
0.03749456	5.43E-07	-1
0.03749456	1.01E-08	-1
0.03749456	0.0063447	-1
0.03749456	6.42E-06	-1
0.03749456	9.37E-07	-1
0.03749456	2.25E-06	-1
0.03749456	3.17E-06	-1
0.03749456	0.0039501	-1
0.03749456	0.010531	-1
0.03749456	0.010531	-1
0.03752283	5.84E-08	-1
0.03752283	3.66E-10	-1
0.03752283	1.02E-12	-1
0.03752283	3.42E-08	-1
0.03752283	2.82E-10	-1
0.03752283	4.04E-08	-1
0.03752283	1.72E-09	-1
0.03752283	1.27E-08	-1
0.03752283	1.66E-09	-1
0.03752283	3.03E-08	-1
0.03752283	1.99E-08	-1
0.03752283	3.97E-09	-1
0.03752283	8.11E-12	-1
0.03752283	3.66E-07	-1
0.03752283	2.03E-09	-1
0.03752283	5.12E-13	-1
0.03752283	1.10E-12	-1
0.03752283	2.07E-09	-1
0.03752283	8.93E-08	-1
0.03752283	3.00E-14	-1
0.03752283	9.47E-14	-1
0.03752283	1.96E-08	-1
0.03752283	4.90E-14	-1
0.03752283	2.07E-12	-1
0.03752283	7.04E-07	-1
0.03752283	2.36E-08	-1
0.03752283	5.71E-07	-1
0.03752283	1.16E-05	-1
0.03752283	3.00E-14	-1
0.03752283	3.00E-14	-1
0.03753398	8.46E-14	-1
0.03753398	7.19E-14	-1
0.03753398	1.20E-13	-1
0.03753398	8.49E-14	-1
0.03753398	4.05E-14	-1
0.03753398	3.00E-14	-1
0.03753398	3.54E-13	-1
0.03753398	9.17E-14	-1
0.03753398	4.86E-14	-1
0.03753398	1.37E-13	-1
0.03753398	4.79E-14	-1
0.03753398	4.79E-14	-1
0.03775444	3.00E-14	-1
0.03775444	3.00E-14	-1
0.04364094	1.17E-12	-1
0.04395875	6.33E-10	-1
0.04564964	5.70E-11	-1
0.04680527	3.00E-14	-1
0.04703988	3.00E-14	-1
0.04997616	0.0064486	-1
0.05019904	3.92E-08	-1
0.05110019	7.69E-14	-1
0.0586153	0.40024	1
0.06208548	6.26E-14	-1
0.07303917	2.04E-11	-1
0.07401318	4.59E-11	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.55E-14	-1
0.07684551	3.00E-14	-1
0.07684551	4.19E-13	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.24E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
0.07684551	1.41E-13	-1
0.07684551	3.00E-14	-1
0.07684551	3.00E-14	-1
