# JavaSimulatorWrapper Results
# Mon Aug 08 16:45:47 EDT 2016
#
# calculated parameters
Probability Matrix
Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11
1.0,1.0,0.0,0.21658985,0.14285713,0.24137932,0.2,0.8545455,0.018181818,0.7636364,0.74545455
1.0,1.0,0.0,0.30198017,0.5333333,0.2672811,0.23979591,0.9104477,0.119402975,0.8656717,0.70149255
1.0,1.0,0.0,0.25125626,0.59999996,0.24752475,0.25133693,0.8333334,0.1,0.8333334,0.7833333
1.0,1.0,0.0,0.2745098,0.6666667,0.26999998,0.19711539,0.93333334,0.06666666,0.9,0.68333334
1.0,1.0,0.0,0.19827586,0.6666667,0.22680412,0.20454545,0.82142854,0.14285715,0.78571427,0.80357146
1.0,1.0,0.0,0.1981982,0.5,0.23780486,0.22413793,0.8979592,0.040816326,0.7959184,0.7959184
1.0,1.0,0.0,0.15813954,0.25,0.2044199,0.21390375,0.7727273,0.022727272,0.8409091,0.90909094
1.0,1.0,0.0,0.17258884,1.0,0.20588236,0.17435898,0.7727273,0.090909086,0.79545456,0.7727273
1.0,1.0,0.0,0.26271188,1.0,0.25373134,0.24137932,0.92537314,0.104477614,0.761194,0.73134327
1.0,1.0,0.0,0.16071428,0.75,0.16981132,0.12834224,0.94736844,0.15789473,0.7105263,0.6315789
1.0,1.0,0.0,0.20725387,0.7,0.1898734,0.21978022,0.8163265,0.14285715,0.9183673,0.8163265
1.0,1.0,0.0,0.25945947,0.25,0.19704436,0.16129033,0.9795918,0.061224487,0.8163265,0.6122449
1.0,1.0,0.0,0.16317992,0.8181818,0.17368421,0.16666667,0.84782606,0.19565217,0.7173913,0.7173913
1.0,1.0,0.0,0.16744186,0.72727275,0.13499999,0.14130433,0.8780488,0.19512197,0.65853655,0.63414633
1.0,1.0,0.0,0.15920398,0.375,0.22335026,0.18009478,0.6530612,0.061224483,0.8979592,0.7755102
1.0,1.0,0.0,0.26923078,0.5555556,0.21266969,0.22477065,0.87500006,0.07812499,0.73437506,0.765625
1.0,1.0,0.0,0.22978723,0.87500006,0.29223743,0.22488038,0.8181818,0.10606061,0.96969694,0.7121212
1.0,1.0,0.0,0.2760181,0.25,0.2822967,0.19665273,0.8970588,0.01470588,0.8676471,0.6911765
1.0,1.0,0.0,0.1564246,0.0,0.12048192,0.13157894,0.9655173,0.0,0.6896552,0.86206895
1.0,1.0,0.0,0.31132075,0.8333333,0.27876106,0.23853213,0.9166667,0.06944444,0.87500006,0.72222227
1.0,1.0,0.0,0.25943395,0.7,0.1980198,0.20491803,0.9322034,0.11864406,0.6779661,0.8474576
1.0,1.0,0.0,0.22891568,1.0,0.14285713,0.17877096,0.95000005,0.099999994,0.74999994,0.8
1.0,1.0,0.0,0.19101124,0.0,0.19289339,0.15714286,0.73913044,0.0,0.82608694,0.7173913
1.0,1.0,0.0,0.2032967,1.0,0.18181819,0.1350211,0.8604651,0.116279066,0.88372093,0.74418604
1.0,1.0,0.0,0.2074468,0.0,0.18333332,0.13488372,0.95121956,0.0,0.80487806,0.70731705
